Date,decimal,ppm,#days,1 yr ago,10 yr ago,since 1800
2018/11/19,2018.8808,408.78,6,406.23,384.64,130.52
2018/11/26,2018.9,408.58,7,406.46,384.7,130
2018/12/3,2018.9192,408.68,6,407.02,385.33,129.8
2018/12/10,2018.9384,409.6,7,406.5,385.61,130.43
2018/12/17,2018.9575,409.51,7,407.08,385.78,130.08
2018/12/24,2018.9767,409.33,7,407.37,386.2,129.66
2018/12/31,2018.9959,409.8,7,407.58,386.48,129.9
2019/1/7,2019.0151,410.86,6,408.04,386.64,130.76
2019/1/14,2019.0342,410.55,4,408.2,387.36,130.27
2019/1/21,2019.0534,412.19,6,408.51,387.39,131.74
2019/1/28,2019.0726,411.23,7,408.15,387.81,130.63
2019/2/4,2019.0918,411.83,7,408.01,387.21,131.11
2019/2/11,2019.111,412.63,6,408.75,387.39,131.8
2019/2/18,2019.1301,411.19,7,408.65,387.83,130.26
2019/2/25,2019.1493,412.62,7,408.97,388.64,131.57
2019/3/4,2019.1685,412.37,7,409.98,389.19,131.18
2019/3/11,2019.1877,412.37,7,409.12,388.93,131
2019/3/18,2019.2068,412.02,7,409.25,388.5,130.42
2019/3/25,2019.226,411.53,4,410.1,389.53,129.66
2019/4/1,2019.2452,412.4,6,409.35,389.34,130.21
2019/4/8,2019.2644,413.35,6,409.65,389.72,130.83
2019/4/15,2019.2836,413.82,7,411.19,388.88,130.96
2019/4/22,2019.3027,413.99,6,411.92,390.16,130.82
2019/4/29,2019.3219,414.52,6,410.07,390.58,131.12
2019/5/6,2019.3411,414.54,7,410.97,390.01,130.99
2019/5/13,2019.3603,415.62,6,412.06,390.34,132.02
2019/5/20,2019.3795,414.97,6,411.65,390.75,131.44
2019/5/27,2019.3986,414.52,7,411.78,390.38,131.17
2019/6/3,2019.4178,414.62,6,411.08,390.28,131.55
2019/6/10,2019.437,414.31,6,411.41,390.39,131.6
2019/6/17,2019.4562,414.09,7,410.57,389.42,131.81
2019/6/24,2019.4753,413.65,6,410.92,388.77,131.83
2019/7/1,2019.4945,413.66,7,409.77,388.85,132.33
2019/7/8,2019.5137,412.32,7,409.27,388.7,131.5
2019/7/15,2019.5329,412.38,3,408.77,388.42,132.08
2019/7/22,2019.5521,411.08,5,408.55,387.88,131.31
2019/7/29,2019.5712,410.29,7,407.74,387.49,131.05
2019/8/5,2019.5904,410.56,7,407.53,387.29,131.84
2019/8/12,2019.6096,410.5,7,407.26,386.16,132.3
2019/8/19,2019.6288,409.8,6,407.09,385.93,132.1
2019/8/26,2019.6479,409.68,6,406.49,385.79,132.44
2019/9/2,2019.6671,409.07,7,405.71,385.33,132.23
2019/9/9,2019.6863,408.84,7,405.5,384.9,132.32
2019/9/16,2019.7055,408.74,6,405.86,384.8,132.45
2019/9/23,2019.7247,408.55,7,405.83,384.96,132.37
2019/9/30,2019.7438,408.2,7,405.68,384.05,132.01
2019/10/7,2019.763,408.61,7,405.69,384.26,132.32
2019/10/14,2019.7822,408.85,7,406.18,384.65,132.35
2019/10/21,2019.8014,408.95,5,406.8,384.95,132.17
2019/10/28,2019.8205,409.52,6,406.63,385.27,132.4
2019/11/4,2019.8397,410.13,6,407.18,385.63,132.65
2019/11/11,2019.8589,410.42,6,409.12,385.97,132.57
2019/11/18,2019.8781,410.41,6,408.71,386.57,132.21
2019/11/25,2019.8973,410.95,7,408.62,386.72,132.41
2019/12/2,2019.9164,411.29,7,408.66,387.29,132.44
2019/12/9,2019.9356,411.55,7,409.42,387.11,132.42
2019/12/16,2019.9548,412.11,7,409.52,-999.99,132.72
2019/12/23,2019.974,412.43,7,409.44,388.38,132.8
2019/12/30,2019.9932,413.21,6,409.75,388.87,133.35
2020/1/6,2020.0123,413.6,7,410.13,388.41,133.53
2020/1/13,2020.0314,413.02,6,410.88,388.61,132.76
2020/1/20,2020.0505,413.87,7,412.4,388.47,133.44
2020/1/27,2020.0697,414.26,7,411.26,389.58,133.68
2020/2/3,2020.0888,414.53,7,411.31,390.87,133.83
2020/2/10,2020.1079,414.63,6,412.92,390.53,133.82
2020/2/17,2020.127,414.29,7,411.44,390.65,133.37
2020/2/24,2020.1462,413.95,7,412.46,388.96,132.92
2020/3/2,2020.1653,414.09,7,412.13,391.58,132.93
2020/3/9,2020.1844,414.34,6,412.79,391.47,133.01
2020/3/16,2020.2036,414.51,6,411.97,391.43,132.95
2020/3/23,2020.2227,415.78,4,411.46,390.97,133.96
2020/3/30,2020.2418,415.98,6,412.59,391.67,133.85
2020/4/6,2020.2609,416.68,7,412.88,391.32,134.21
2020/4/13,2020.2801,416.51,7,413.85,393.07,133.7
2020/4/20,2020.2992,416.12,6,413.93,393.48,133.01
2020/4/27,2020.3183,417.05,7,414.68,393.4,133.69
2020/5/4,2020.3374,417.06,6,414.32,393.17,133.53
2020/5/11,2020.3566,417.03,6,415.53,392.9,133.43
2020/5/18,2020.3757,417.21,5,414.95,393.67,133.66
2020/5/25,2020.3948,417.67,7,414.62,392.85,134.28
2020/6/1,2020.4139,417.44,6,414.51,393.49,134.3
2020/6/8,2020.4331,416.58,5,414.62,392.94,133.79
2020/6/15,2020.4522,416.5,7,414.01,392.04,134.13
2020/6/22,2020.4713,416.28,7,413.73,391.65,134.36
2020/6/29,2020.4904,415.67,7,413.62,391.35,134.24
2020/7/6,2020.5096,415.47,7,412.36,390.61,134.55
2020/7/13,2020.5287,414.76,7,412.63,390.03,134.35
2020/7/20,2020.5478,414.11,6,411.55,390.42,134.23
2020/7/27,2020.5669,413.45,7,410.2,389.96,134.09
2020/8/3,2020.5861,413.4,4,410.57,388.92,134.57
2020/8/10,2020.6052,412.98,6,410.53,389.07,134.66
2020/8/17,2020.6243,412.62,5,409.98,388.58,134.8
2020/8/24,2020.6434,412.19,7,409.65,387.66,134.85
2020/8/31,2020.6626,411.82,7,409.07,387.77,134.89
2020/9/7,2020.6817,411.6,7,409,386.44,135.01
2020/9/14,2020.7008,411.7,7,408.73,387.19,135.35
2020/9/21,2020.7199,411.23,6,408.57,387,135.03
2020/9/28,2020.7391,411.29,7,408.21,386.96,135.11
2020/10/5,2020.7582,411.28,7,408.56,387.17,135.02
2020/10/12,2020.7773,411.35,7,408.8,387.05,134.9
2020/10/19,2020.7964,411.75,6,408.96,387.73,135.04
2020/10/26,2020.8156,411.71,7,409.44,388.02,134.68
2020/11/2,2020.8347,411.99,6,410.1,388.22,134.6
2020/11/9,2020.8538,412.98,7,410.44,388.37,135.23
2020/11/16,2020.873,412.76,6,410.39,389.01,134.65
2020/11/23,2020.8921,414.07,6,410.86,389.68,135.62
2020/11/30,2020.9112,413.97,7,411.19,389.88,135.2
2020/12/7,2020.9303,413.63,7,411.51,390.01,134.57
2020/12/14,2020.9495,414.15,7,411.96,389.54,134.83
2020/12/21,2020.9686,414.84,6,412.52,390.46,135.27
2020/12/28,2020.9877,415.33,7,413.02,390.19,135.53
2021/1/4,2021.0068,415.38,7,413.61,391.84,135.37
2021/1/11,2021.026,415.07,5,412.98,390.83,134.86
2021/1/18,2021.0452,415.42,7,414.01,391.8,135.04
2021/1/25,2021.0644,416.01,7,413.96,391.68,135.48
